learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_B,reward_A1,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.03913080005440861,0.0513360999757424,0.0513360999757424,7.652096500038169,space,7.5830757999792695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
0,0,0,0,,,,,7.660374199971557,,,,,,,,,7.652649800060317,7.660374199971557,8.73586300003808,8.65028619999066,8.650314699974842,8.73586300003808,8.73586300003808,8.73586300003808,55,56,12.661401799996383,12.661401799996383,12.661401799996383,12.744868300040253,13.66127540008165,13.66127540008165,13.66127540008165,13.745248900027946,13.745248900027946,14.677433300064877,15.677404100075364,15.667163799982518,None,,,,,,,,,,,,,,,,,,,,,,,,,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.014732100069523,16.02798660006374,16.02798660006374,16.93271730002016,space,0.901854099938646,None,,,,,,,,,,,,,,,,,,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,0,0,0,0,16.945230500074103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.933597999974154,16.945230500074103,18.041740700020455,17.931790900067426,17.931815800024197,18.041740700020455,18.041740700020455,18.041740700020455,19.627527600037865,20.64409100008197,20.64409100008197,20.64409100008197,21.66022389999125,21.65043949999381,right,0.5701309000141919,None,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,1,0,1,0,21.66022389999125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65154920006171,21.66022389999125,22.713097500032745,22.648685800028034,22.648709299974144,22.713097500032745,22.713097500032745,22.713097500032745,25.44433960004244,26.460357400006615,26.460357400006615,26.460357400006615,27.476046800031327,27.4660947000375,right,1.7125236000865698,None,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,2,0,2,0,27.476046800031327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46663709997665,27.476046800031327,28.546612299978733,28.465476599987596,28.46550070005469,28.546612299978733,28.546612299978733,28.546612299978733,29.993434800067917,31.010818000067957,31.010818000067957,31.010818000067957,32.02652479999233,32.01783320005052,left,0.42640490003395826,None,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,3,0,3,0,32.02652479999233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.01895639998838,32.02652479999233,33.06322920008097,33.01321710005868,33.01324260002002,33.06322920008097,33.06322920008097,33.06322920008097,34.6440494999988,35.659530300064944,35.659530300064944,35.659530300064944,36.67600720003247,36.663838600041345,right,0.5645180999999866,None,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,4,0,4,0,36.67600720003247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.664283900056034,36.67600720003247,,37.66593620006461,37.66595659998711,37.712995600071736,37.712995600071736,37.712995600071736,39.26060919999145,40.2768677000422,40.2768677000422,40.2768677000422,41.292451800080016,41.28361370007042,left,0.5355357000371441,None,999634,001,1,2024-05-28_01h08.44.078,article1,2024.1.4,None,2024-05-28 01h08.48.736090 +0330,
,,,,,,,,41.292451800080016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.284037800040096,41.292451800080016,42.330460200086236,42.282423100085,42.28246140002739,42.330460200086236,42.330460200086236,42.330460200086236,,,,,,,,,,,,,,,,,,
