learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.011434600106440485,0.02235149999614805,0.02235149999614805,1.822951600071974,space,1.7900296000298113,None,,,,,,,,,721264,001,2024-05-27_01h13.51.308,article1,2024.1.4,None,2024-05-27 01h13.56.136181 +0330,
,,,,1.8381754000438377,,,,,,,,,1.8242736000102013,1.8381754000438377,2.9465001000789925,2.8231807000702247,2.823204500018619,2.9465001000789925,2.9465001000789925,2.9465001000789925,,,,,,,,
