learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01369129994418472,0.018515200004912913,0.018515200004912913,0.6496819999301806,space,0.6204170000273734,None,,,,,,,,,,,,,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
0,0,0,0,0.6622315999120474,,,,,,,,,0.6507414999650791,0.6622315999120474,1.8368805999634787,1.6471230000024661,1.6471559000201523,1.8368805999634787,1.8368805999634787,1.8368805999634787,2.874016199959442,right,0.9766121000284329,None,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
1,0,1,0,3.211609199992381,,,,,,,,,3.196498699951917,3.211609199992381,4.281542300013825,4.195746699930169,4.195765999960713,4.281542300013825,4.281542300013825,4.281542300013825,8.221360499970615,None,,,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
2,0,2,0,8.561598300002515,,,,,,,,,8.546257199952379,8.561598300002515,,9.21193420002237,9.211963600013405,9.328646100009792,9.328646100009792,9.328646100009792,9.428883399930783,right,0.04960160003975034,None,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
3,0,3,0,9.761371499975212,,,,,,,,,9.745859899907373,9.761371499975212,10.849158099968918,10.745533099980094,10.745557999936864,10.849158099968918,10.849158099968918,10.849158099968918,14.835601099999622,None,,,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
4,0,4,0,15.178379599936306,,,,,,,,,15.16301709995605,15.178379599936306,,15.762084399932064,15.762134799966589,15.85795059998054,15.85795059998054,15.85795059998054,16.3567638999084,right,0.41812119993846864,None,970532,001,2024-05-26_21h36.34.597,article1,2024.1.4,None,2024-05-26 21h36.41.500663 +0330,
