learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007901599979959428,0.019986300030723214,0.019986300030723214,1.1929796999320388,space,1.1603405999485403,None,,,,,,,,,,,,,,,,,,,,381177,001,2024-05-27_01h18.24.176,article1,2024.1.4,None,2024-05-27 01h18.28.395710 +0330,
0,0,0,0,1.2025091999676079,,,,,,,,,1.1938346000388265,1.2025091999676079,2.2704216999700293,2.186052000033669,2.1860644000116736,2.2704216999700293,2.2704216999700293,2.2704216999700293,6.201983500039205,6.201983500039205,6.201983500039205,6.285245600040071,7.203438699943945,7.203438699943945,7.203438699943945,7.20359659998212,right,1.4512701000785455,0.09295119997113943,381177,001,2024-05-27_01h18.24.176,article1,2024.1.4,None,2024-05-27 01h18.28.395710 +0330,
,,,,7.570904899970628,,,,,,,,,7.556368599995039,7.570904899970628,,8.204624200006947,8.204642800032161,8.279031299985945,8.279031299985945,8.279031299985945,,,,,,,,,,,,,,,,,,,
