thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,trial.started,fixation1.started,fixation1.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007658299989998341,0.01289140002336353,0.01289140002336353,0.6240811999887228,space,0.5899543000850827,None,,,,,864632,001,2024-05-26_11h31.53.696,article1,2024.1.4,None,2024-05-26 11h31.58.069441 +0330,
,,,,,,,,,0.6241350000491366,0.6304854999762028,1.6301884000422433,1.6146202000090852,864632,001,2024-05-26_11h31.53.696,article1,2024.1.4,None,2024-05-26 11h31.58.069441 +0330,
