learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_B,reward_A1,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.06349820003379136,0.08687940007075667,0.08687940007075667,3.7253444000380114,space,3.6243380999658257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031986,001,1,2024-05-27_22h58.54.875,article1,2024.1.4,None,2024-05-27 22h59.02.377569 +0330,
0,0,0,0,,,,,3.749659899971448,,,,,,,,,3.7263877000659704,3.749659899971448,4.739156000083312,4.739179800031707,4.893501700018533,4.893501700018533,4.893501700018533,50,54,8.749502500053495,8.749502500053495,8.749502500053495,8.90048279997427,9.751395200029947,9.751395200029947,9.751395200029947,9.901770500000566,9.901770500000566,10.765391200082377,11.782126400037669,11.76092809997499,None,,,,,,,,,,,,,,031986,001,1,2024-05-27_22h58.54.875,article1,2024.1.4,None,2024-05-27 22h59.02.377569 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12333089997992,12.134845199994743,12.134845199994743,13.273138400050811,space,1.13455790001899,None,,,,,,,031986,001,1,2024-05-27_22h58.54.875,article1,2024.1.4,None,2024-05-27 22h59.02.377569 +0330,
,,,,,,,,13.284293700009584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.274067500024103,13.284293700009584,,14.271664300002158,14.271692499984056,,,,,,,,,,
