thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,learning_complete.started,fixation1.started,learning_complete.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.015098700067028403,0.032000500010326505,0.032000500010326505,29.184161100070924,space,29.149644599994645,None,,,,642260,001,2024-05-26_17h26.11.820,article1,2024.1.4,None,2024-05-26 17h26.17.071801 +0330,
,,,,,,,,,29.184228099999018,29.4304523000028,30.19743370008655,642260,001,2024-05-26_17h26.11.820,article1,2024.1.4,None,2024-05-26 17h26.17.071801 +0330,
