learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,key_resp_2.stopped,polygon_2.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.03266390005592257,0.05939409998245537,0.05939409998245537,26.11239340004977,space,26.029954300029203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516845,001,1,2024-05-27_23h43.24.000,article1,2024.1.4,None,2024-05-27 23h43.34.910380 +0330,
0,0,0,0,,,,,26.133543999982066,,,,,,,,,26.113668400095776,26.133543999982066,27.120036900043488,27.1200581000885,27.27129619999323,27.27129619999323,27.27129619999323,65,47,31.13340600009542,31.13340600009542,31.13340600009542,31.28377000009641,32.15168030001223,32.15168030001223,32.15168030001223,32.284118300070986,32.284118300070986,33.13268210005481,34.16630460007582,34.14450779999606,None,,,,,,,,,,,,,,,,,,,516845,001,1,2024-05-27_23h43.24.000,article1,2024.1.4,None,2024-05-27 23h43.34.910380 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.50605770002585,34.517613300005905,34.517613300005905,36.372982000000775,space,1.8405556000070646,None,,,,,,,,,,,,516845,001,1,2024-05-27_23h43.24.000,article1,2024.1.4,None,2024-05-27 23h43.34.910380 +0330,
,,,,,,,,36.38380640000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.37393130001146,36.38380640000105,37.52934180002194,37.37270579999313,37.37273569998797,37.52934180002194,37.52934180002194,37.52934180002194,39.43406390002929,39.45152720005717,40.43478500004858,,,,,,,,,
