thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,trial.started,fixation1.started,fixation1.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010092000011354685,0.02751309995073825,0.02751309995073825,4.882447800016962,space,4.847395599936135,None,,,,,105765,001,2024-05-26_11h25.53.841,article1,2024.1.4,None,2024-05-26 11h25.59.933953 +0330,
,,,,,,,,,4.88248879997991,4.894440799951553,5.894381699967198,5.87928439991083,105765,001,2024-05-26_11h25.53.841,article1,2024.1.4,None,2024-05-26 11h25.59.933953 +0330,
