learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.02554740000050515,0.0640520000597462,0.0640520000597462,10.960269100032747,space,10.891992899938487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890450,001,1,2024-05-28_00h58.35.930,article1,2024.1.4,None,2024-05-28 00h58.41.142494 +0330,
0,0,0,0,,,,,10.96869890007656,,,,,,,,,10.961082100053318,10.96869890007656,12.056608900078572,11.956427299999632,11.956453000078909,12.056608900078572,12.056608900078572,12.056608900078572,63,63,15.968191200052388,15.968191200052388,15.968191200052388,16.068466100026853,16.968637200072408,16.968637200072408,16.968637200072408,17.06851740006823,17.06851740006823,17.98473530006595,18.984815500094555,18.97671660000924,None,,,,,,,,,,,,,,,,,,,,,,,,,890450,001,1,2024-05-28_00h58.35.930,article1,2024.1.4,None,2024-05-28 00h58.41.142494 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.32343650003895,19.33671340008732,19.33671340008732,22.67141409998294,space,3.325531299924478,None,,,,,,,,,,,,,,,,,,890450,001,1,2024-05-28_00h58.35.930,article1,2024.1.4,None,2024-05-28 00h58.41.142494 +0330,
,,,,0,0,0,0,22.68427770002745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.672079400043003,22.68427770002745,23.74217129999306,23.671019400004297,23.671032599988393,23.74217129999306,23.74217129999306,23.74217129999306,26.233971500070766,27.251043100026436,27.251043100026436,27.251043100026436,28.26711930008605,28.25873080000747,right,1.4725223999703303,None,890450,001,1,2024-05-28_00h58.35.930,article1,2024.1.4,None,2024-05-28 00h58.41.142494 +0330,
,,,,1,0,1,0,28.26711930008605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2600139999995,28.26711930008605,29.318865100038238,29.255565500003286,29.255585900042206,29.318865100038238,29.318865100038238,29.318865100038238,32.60088480007835,33.61787200008985,33.61787200008985,33.61787200008985,34.63340180006344,34.62474600004498,left,2.269512499915436,None,890450,001,1,2024-05-28_00h58.35.930,article1,2024.1.4,None,2024-05-28 00h58.41.142494 +0330,
,,,,,,,,34.63340180006344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.62592180003412,34.63340180006344,35.703439100063406,35.621063100057654,35.621085999999195,35.703439100063406,35.703439100063406,35.703439100063406,,,,,,,,,,,,,,,,,,
