learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,text_no_resp.started,text_no_resp.stopped,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.033637299900874496,0.044998299912549555,0.044998299912549555,4.933411399950273,space,4.878621799987741,None,,,,,,,,,,,,,,,,,464069,001,1,2024-05-27_16h10.22.588,article1,2024.1.4,None,2024-05-27 16h10.27.607536 +0330,
,,,,4.941068599931896,,,,,,,,,4.934212499996647,4.941068599931896,6.08110479998868,5.929920799913816,5.929939499939792,6.08110479998868,6.08110479998868,6.08110479998868,72,43,6.08110479998868,7.091632999945432,9.942748299916275,9.942748299916275,9.942748299916275,10.092796799959615,,,,,,,,,
