learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.03771880001295358,0.0560894999653101,0.0560894999653101,15.207940399996005,space,15.118710799957626,None,,,,,,,,,,,046755,001,1,2024-05-27_15h19.59.405,article1,2024.1.4,None,2024-05-27 15h20.08.740819 +0330,
,,,,15.21849509992171,,,,,,,,,15.209415099932812,15.21849509992171,,16.208662100019865,16.208684299956076,,,,80,46,,,,,,,,,
