selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006235599983483553,0.012425599968992174,0.012425599968992174,1.0788880999898538,space,1.0274384999647737,None,,,,,,721843,001,2024-05-29_00h33.03.213,article2,2024.1.4,None,2024-05-29 00h33.10.064361 +0330,
,,,,,,,1.1129935999633744,,,,,,,,,1.1073077999753878,1.1129935999633744,,4.109229600057006,4.109291300061159,,,,,,,,
