dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,self_trial.stopped,image_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0028606000123545527,0.0072867999551817775,0.0072867999551817775,1.3608889000024647,space,1.336930499994196,None,,,,,,,,,273008,001,2024-05-28_23h41.12.787,article2,2024.1.4,None,2024-05-28 23h41.19.923196 +0330,
27,0.5,3.png,0,0,0,1,1.3895073999883607,,,,,,,,,1.3799778999527916,1.3895073999883607,6.980520799988881,6.837801699992269,6.83786119997967,6.980520799988881,10.8857343000127,3.png,273008,001,2024-05-28_23h41.12.787,article2,2024.1.4,None,2024-05-28 23h41.19.923196 +0330,
,,,,,,,10.889914399944246,,,,,,,,,10.886332499911077,10.889914399944246,15.674831499927677,15.620712299947627,15.620756299933419,15.674831499927677,,,,,,,,,,
