dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,self_trial.stopped,image_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0023047999711707234,0.0053990000160411,0.0053990000160411,1.1990040999371558,space,1.1768564999802038,None,,,,,,,,,100424,001,2024-05-28_23h44.48.291,article2,2024.1.4,None,2024-05-28 23h44.57.179643 +0330,
27,0.5,3.png,0,0,0,1,1.2274107999401167,,,,,,,,,1.2210659999400377,1.2274107999401167,6.319855900015682,6.193155399989337,6.193219700013287,6.319855900015682,10.199716300005093,3.png,100424,001,2024-05-28_23h44.48.291,article2,2024.1.4,None,2024-05-28 23h44.57.179643 +0330,
12,0.4,2.png,0,1,1,0,10.204515499994159,,,,,,,,,10.200522599974647,10.204515499994159,13.487350499955937,13.425750199938193,13.425793499918655,13.487350499955937,17.432807600009255,2.png,100424,001,2024-05-28_23h44.48.291,article2,2024.1.4,None,2024-05-28 23h44.57.179643 +0330,
20,0.61,4.png,0,2,2,2,17.437288200017065,,,,,,,,,17.433350899955258,17.437288200017065,19.777435899944976,19.69332179997582,19.69336779997684,19.777435899944976,23.706619799952023,4.png,100424,001,2024-05-28_23h44.48.291,article2,2024.1.4,None,2024-05-28 23h44.57.179643 +0330,
50,0.57,5.png,0,3,3,3,23.711310599930584,,,,,,,,,23.707267199992202,23.711310599930584,29.07325919996947,29.010275000007823,29.010325799928978,29.07325919996947,33.06203029991593,5.png,100424,001,2024-05-28_23h44.48.291,article2,2024.1.4,None,2024-05-28 23h44.57.179643 +0330,
