selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.005938800051808357,0.010484200087375939,0.010484200087375939,0.929502599989064,space,0.9070139999967068,None,,,,,,,,,413917,001,2024-05-29_00h33.49.409,article2,2024.1.4,None,2024-05-29 00h33.56.447372 +0330,
,,,,,,,0.9838596000336111,,,,,,,,,0.9526120000518858,0.9838596000336111,3.150964600034058,2.974723800085485,2.974763600039296,3.150964600034058,3.150964600034058,3.150964600034058,,,,,,,,
