dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0021545999916270375,0.005603099940344691,0.005603099940344691,2.7976595999207348,space,2.784254099940881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
12,0.4,2.png,0,0,0,0,,,,,2.8207940999418497,,,,,,,,,2.81707979994826,2.8207940999418497,7.105591899948195,6.808062199968845,6.808120499947108,7.105591899948195,7.105591899948195,7.105591899948195,7.105591899948195,10.862225699936971,11.20439470000565,11.86366969998926,2.png,Reject,Accept,Accept,right,3.74589699995704,0.10347750002983958,,,,,,,,,,,,,,,,,,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.864498700015247,11.868958899984136,11.868958899984136,14.37566539994441,space,2.4946347000077367,None,,,,,,,,,,,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,0,0,0,0,14.389075999963097,,,,,,,,,14.37708260002546,14.389075999963097,18.47226289997343,18.374053100007586,,,,,,,,,,,,,,,,,,,,,,,18.374147000024095,18.47226289997343,18.47226289997343,18.47226289997343,22.42091069999151,23.429347099969164,2.png,Accept,Reject,Accept,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,1,0,1,0,23.434310899931006,,,,,,,,,23.429925499949604,23.434310899931006,28.490663399919868,28.42379929998424,,,,,,,,,,,,,,,,,,,,,,,28.42384669999592,28.490663399919868,28.490663399919868,28.490663399919868,32.499860399984755,33.448344599921256,2.png,Reject,Accept,Accept,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,2,0,2,0,33.45281879999675,,,,,,,,,33.448956099920906,33.45281879999675,39.505355699919164,39.43935589992907,,,,,,,,,,,,,,,,,,,,,,,39.43939740001224,39.505355699919164,39.505355699919164,39.505355699919164,43.53135740000289,44.46540039998945,2.png,Reject,Accept,Accept,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,3,0,3,0,44.46879169996828,,,,,,,,,44.46579839999322,44.46879169996828,47.52372599998489,47.45519879995845,,,,,,,,,,,,,,,,,,,,,,,47.45523159997538,47.52372599998489,47.52372599998489,47.52372599998489,51.53272889996879,52.48051729996223,2.png,Accept,Reject,Accept,648291,001,0.3,0.7,2024-05-29_03h55.41.262,article2,2024.1.4,None,2024-05-29 03h55.51.002615 +0330,
,,,,,,,,,,,52.484034699969925,,,,,,,,,52.48089619993698,52.484034699969925,56.53982900001574,56.473505900008604,,,,,,,,,,,,,,,,,,,,,,,56.473549899994396,56.53982900001574,56.53982900001574,56.53982900001574,60.559991499991156,,,,,,,,,,,,,,,
