dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.005116899963468313,0.023470899905078113,0.023470899905078113,1.142056299955584,space,1.101908199954778,None,,,,,,,,,,,,,,,,,,,,023668,001,2024-05-29_01h09.35.700,article2,2024.1.4,None,2024-05-29 01h09.42.064264 +0330,
20,0.61,4.png,0,0,0,2,1.1586527999024838,,,,,,,,,1.1545616999501362,1.1586527999024838,5.290559099987149,5.150797199923545,5.150856199907139,5.290559099987149,5.290559099987149,5.290559099987149,5.290559099987149,9.185484699904919,9.334444599924609,10.166543199913576,4.png,Reject,Accept,Accept,right,1.8305485000601038,0.1180119999917224,023668,001,2024-05-29_01h09.35.700,article2,2024.1.4,None,2024-05-29 01h09.42.064264 +0330,
12,0.4,2.png,0,1,1,0,10.169439099961892,,,,,,,,,10.167248499928974,10.169439099961892,15.224393499898724,15.166969299898483,15.167038599960506,15.224393499898724,15.224393499898724,15.224393499898724,15.224393499898724,19.213730499963276,19.248217499931343,20.18486129993107,2.png,Reject,Accept,Reject,left,0.34769790002610534,0.19316969998180866,023668,001,2024-05-29_01h09.35.700,article2,2024.1.4,None,2024-05-29 01h09.42.064264 +0330,
27,0.5,3.png,0,2,2,1,20.18745209998451,,,,,,,,,20.185130799887702,20.18745209998451,22.228928899974562,22.183706699986942,22.183766999980435,22.228928899974562,22.228928899974562,22.228928899974562,22.228928899974562,26.212211299920455,26.24578339990694,27.205404699896462,3.png,Reject,Accept,Reject,left,0.8645190000534058,0.15219659998547286,023668,001,2024-05-29_01h09.35.700,article2,2024.1.4,None,2024-05-29 01h09.42.064264 +0330,
50,0.57,5.png,0,3,3,3,27.207832399988547,,,,,,,,,27.205742899910547,27.207832399988547,30.244133599917404,30.200380599941127,30.200440499931574,30.244133599917404,30.244133599917404,30.244133599917404,30.244133599917404,34.23414249997586,34.26823219994549,35.20399099995848,5.png,Reject,Accept,Accept,right,1.2303660999750718,0.2914460999891162,023668,001,2024-05-29_01h09.35.700,article2,2024.1.4,None,2024-05-29 01h09.42.064264 +0330,
