dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0026523000560700893,0.006280799978412688,0.006280799978412688,1.2523770000552759,space,1.2299004999222234,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
12,0.4,2.png,0,0,0,0,,,,,1.2772993999533355,,,,,,,,,1.2711130999960005,1.2772993999533355,5.492359800031409,5.265280400053598,5.265355300041847,5.492359800031409,5.492359800031409,5.492359800031409,5.492359800031409,9.372820800053887,9.580009900033474,10.271511300001293,2.png,Reject,Accept,Accept,right,1.5037633000174537,0.08378840005025268,,,,,,,,,,,,,,,,,,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.272286899969913,10.278046400053427,10.278046400053427,15.51540459995158,space,5.22906109993346,None,,,,,,,,,,,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
50,0.57,5.png,,,,,0,0,0,3,15.574493500054814,,,,,,,,,15.570015200064518,15.574493500054814,19.68953950004652,19.563765999977477,,,,,,,,,5.png,,,,,,,,,,,,,,19.563805900048465,19.68953950004652,19.68953950004652,19.68953950004652,23.619403499993496,24.61308000003919,5.png,Reject,Accept,Accept,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
20,0.61,4.png,,,,,0,1,1,2,24.61618939996697,,,,,,,,,24.613460200023837,24.61618939996697,26.704206199967302,26.613853799994104,,,,,,,,,4.png,,,,,,,,,,,,,,26.613889900036156,26.704206199967302,26.704206199967302,26.704206199967302,30.702617799979635,31.64517919998616,4.png,Accept,Reject,Accept,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
27,0.5,3.png,,,,,0,2,2,1,31.64947049994953,,,,,,,,,31.645776399993338,31.64947049994953,34.737995099974796,34.647354700020514,,,,,,,,,3.png,,,,,,,,,,,,,,34.64739970001392,34.737995099974796,34.737995099974796,34.737995099974796,38.73650720005389,39.659228699980304,3.png,Accept,Reject,Accept,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
12,0.4,2.png,,,,,0,3,3,0,39.663833800004795,,,,,,,,,39.65974080003798,39.663833800004795,41.724575000000186,41.6634950999869,,,,,,,,,2.png,,,,,,,,,,,,,,41.663541099987924,41.724575000000186,41.724575000000186,41.724575000000186,45.748117799987085,46.704199800034985,2.png,Reject,Accept,Accept,234060,001,0.3,0.7,2024-05-29_03h57.40.725,article2,2024.1.4,None,2024-05-29 03h57.50.793753 +0330,
