selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006904899957589805,0.023231000057421625,0.023231000057421625,1.0644277000101283,space,1.022694700048305,None,,,294023,001,2024-05-29_00h07.27.406,article2,2024.1.4,None,2024-05-29 00h07.34.932375 +0330,
,,,,,,,1.1276219000574201,,,,,,,,,1.0928849000483751,1.1276219000574201,,,,,,,,
