selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0030903000151738524,0.006385400076396763,0.006385400076396763,0.7091001000953838,space,0.6947208000347018,None,,,,,,,,,,513948,001,2024-05-29_00h23.47.690,article2,2024.1.4,None,2024-05-29 00h23.53.845717 +0330,
,,,,,,,0.7324656000128016,,,,,,,,,0.7283826000057161,0.7324656000128016,5.889347600052133,5.717922400101088,5.717984500108287,5.889347600052133,5.889347600052133,5.889347600052133,9.990123700001277,,,,,,,,
