thisRow.t,notes,trial.started,text1.started,text1_key_resp.started,trial.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022479600040242076,0.04734649998135865,0.04734649998135865,5.736015500035137,space,5.683966899989173,None,093151 ,001,2024-05-28_19h51.34.587,article2,2024.1.4,None,2024-05-28 19h51.45.839797 +0330,
