dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,self_trial.stopped,image_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.014268600032664835,0.028336599934846163,0.028336599934846163,2.070809099939652,space,2.0322597000049427,None,,,,,,,,,571554,001,2024-05-28_23h11.53.232,article2,2024.1.4,None,2024-05-28 23h11.59.775761 +0330,
12,0.4,2.png,0,0,0,0,2.143813999951817,,,,,,,,,2.118941199965775,2.143813999951817,5.0046549999387935,4.833412799984217,4.833448800025508,5.0046549999387935,8.898906499962322,2.png,571554,001,2024-05-28_23h11.53.232,article2,2024.1.4,None,2024-05-28 23h11.59.775761 +0330,
,,,,,,,8.912065899930894,,,,,,,,,8.899335199967027,8.912065899930894,13.27744759991765,13.183528000023216,13.183554399991408,13.27744759991765,,,,,,,,,,
