selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014410899952054024,0.02950469998177141,0.02950469998177141,1.588965900009498,space,1.542007999960333,None,,,,,,139849,001,2024-05-28_23h06.02.957,article2,2024.1.4,None,2024-05-28 23h06.21.013614 +0330,
,,,,1.6118008999619633,,,,,,,,,1.590120799955912,1.6118008999619633,,3.736024299985729,3.7360520999645814,,,,,,,,
