dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0035089999437332153,0.006884399917908013,0.006884399917908013,2.5364065999165177,space,2.5120589000871405,None,,,,,,,,,,,,,,,,,,,,852558,001,2024-05-29_01h07.57.282,article2,2024.1.4,None,2024-05-29 01h08.09.182288 +0330,
20,0.61,4.png,0,0,0,2,2.552750099916011,,,,,,,,,2.548772299895063,2.552750099916011,4.623285199981183,4.549666999955662,4.549730099970475,4.623285199981183,4.623285199981183,4.623285199981183,4.623285199981183,8.583601599908434,8.655512899975292,9.562052399967797,4.png,Reject,Accept,Accept,right,2.9362841000547633,0.15311389998532832,852558,001,2024-05-29_01h07.57.282,article2,2024.1.4,None,2024-05-29 01h08.09.182288 +0330,
,,5.png,,,,,9.564864699961618,,,,,,,,,9.562512499978766,9.564864699961618,13.593395099975169,13.549510399927385,13.549553799908608,13.593395099975169,13.593395099975169,13.593395099975169,13.593395099975169,17.58808609994594,17.640474999905564,18.550221199984662,5.png,Accept,Reject,,,,,,,,,,,,
