dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,self_trial.stopped,image_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.002897700062021613,0.009205100010149181,0.009205100010149181,68.56235110003036,space,68.53735709993634,None,,,,,,,,,776994,001,2024-05-28_23h46.22.834,article2,2024.1.4,None,2024-05-28 23h46.32.130355 +0330,
27,0.5,3.png,0,0,0,1,68.59179009997752,,,,,,,,,68.58487649995368,68.59179009997752,74.11935970000923,74.03879620006774,74.03882140002679,74.11935970000923,78.08546720002778,3.png,776994,001,2024-05-28_23h46.22.834,article2,2024.1.4,None,2024-05-28 23h46.32.130355 +0330,
20,0.61,4.png,0,1,1,2,78.0904475999996,,,,,,,,,78.08597060001921,78.0904475999996,83.69740329997148,83.63976349995937,83.63982330006547,83.69740329997148,87.65177490003407,4.png,776994,001,2024-05-28_23h46.22.834,article2,2024.1.4,None,2024-05-28 23h46.32.130355 +0330,
12,0.4,2.png,0,2,2,0,87.65532440005336,,,,,,,,,87.65214110002853,87.65532440005336,89.77152980002575,89.70662359998096,89.70668060006574,89.77152980002575,93.70689500006847,2.png,776994,001,2024-05-28_23h46.22.834,article2,2024.1.4,None,2024-05-28 23h46.32.130355 +0330,
50,0.57,5.png,0,3,3,3,93.71080760005862,,,,,,,,,93.70744130003732,93.71080760005862,99.24345269997139,99.18964920006692,99.18969490006566,99.24345269997139,103.20899509999435,5.png,776994,001,2024-05-28_23h46.22.834,article2,2024.1.4,None,2024-05-28 23h46.32.130355 +0330,
