thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,self_trial.started,self_trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.020998100051656365,0.03211130003910512,0.03211130003910512,7.745045299991034,space,7.702843999955803,None,,,135494,001,2024-05-28_20h10.34.690,article2,2024.1.4,None,2024-05-28 20h10.39.433762 +0330,
,,,,,,,,,7.745084000052884,7.7527161000762135,135494,001,2024-05-28_20h10.34.690,article2,2024.1.4,None,2024-05-28 20h10.39.433762 +0330,
