selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.003264700062572956,0.006371899973601103,0.006371899973601103,1.7170232000062242,space,1.6967339999973774,None,,,,,,,,,,507797,001,2024-05-29_00h22.44.624,article2,2024.1.4,None,2024-05-29 00h22.52.872078 +0330,
,,,,,,,1.7445443000178784,,,,,,,,,1.7363301999866962,1.7445443000178784,5.91190770000685,5.743609800003469,5.7436620000517,5.91190770000685,5.91190770000685,5.91190770000685,9.998146599973552,,,,,,,,
