selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01970239996444434,0.0342662000330165,0.0342662000330165,9.519029299961403,space,9.448004600009881,None,,,,,,206791,001,2024-05-28_23h03.00.295,article2,2024.1.4,None,2024-05-28 23h03.09.420855 +0330,
,,,,9.530696099973284,,,,,,,,,9.520616000052541,9.530696099973284,,12.903905799961649,12.903937799972482,,,,,,,,
