selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,dollar,probability,image_name,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.005213199998252094,0.03722880000714213,0.03722880000714213,1.7977424000855535,space,1.7437460999935865,None,,,,,,,,,,967983,001,2024-05-29_00h29.04.744,article2,2024.1.4,None,2024-05-29 00h29.11.278545 +0330,
,,,,,,,1.8243689000373706,,,,,,,,,1.8186401000712067,1.8243689000373706,3.9873129000188783,3.814676900045015,3.8147705000592396,3.9873129000188783,3.9873129000188783,3.9873129000188783,8.0470388000831,,,,,,,,
