selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.023295799968764186,0.038842299953103065,0.038842299953103065,1.0489749999251217,space,0.9905402000294998,None,,,,,,936614,001,2024-05-28_23h08.31.724,article2,2024.1.4,None,2024-05-28 23h08.38.111686 +0330,
,,,,1.0705536999739707,,,,,,,,,1.0499506999040022,1.0705536999739707,,5.727980399969965,5.728006899938919,,,,,,,,
