dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,self_trial.stopped,image_name,textbox_left,textbox_right,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.0033565000630915165,0.007193800061941147,0.007193800061941147,1.9289100000169128,space,1.9098068999592215,None,,,,,,,,,,,,,028770,001,2024-05-29_00h38.10.765,article2,2024.1.4,None,2024-05-29 00h38.17.175955 +0330,
20,0.61,4.png,0,0,0,2,1.9520563000114635,,,,,,,,,1.9477706000907347,1.9520563000114635,5.045991700026207,4.9383200000738725,4.938350600074045,5.045991700026207,5.045991700026207,5.045991700026207,8.942398900049739,4.png,Accept,Reject,028770,001,2024-05-29_00h38.10.765,article2,2024.1.4,None,2024-05-29 00h38.17.175955 +0330,
12,0.4,2.png,0,1,1,0,8.946225500083528,,,,,,,,,8.942819399992004,8.946225500083528,14.0016648999881,13.939006100059487,13.939059399999678,14.0016648999881,14.0016648999881,14.0016648999881,17.98276739998255,2.png,Reject,Accept,028770,001,2024-05-29_00h38.10.765,article2,2024.1.4,None,2024-05-29 00h38.17.175955 +0330,
,,,,,,,17.986668800003827,,,,,,,,,17.98325140005909,17.986668800003827,,,,,,,,,,,,,,,,,,
