dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,observe_trials.thisRepN,observe_trials.thisTrialN,observe_trials.thisN,observe_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0021106000058352947,0.004765999969094992,0.004765999969094992,1.1015266999602318,space,1.081129900063388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
12,0.4,2.png,0,0,0,0,,,,,1.1165067999390885,,,,,,,,,1.1129699000157416,1.1165067999390885,7.221653399989009,7.11301990004722,7.113053799956106,7.221653399989009,7.221653399989009,7.221653399989009,7.221653399989009,11.168102100025862,11.245051600039005,12.121713000000454,2.png,Reject,Accept,Reject,left,2.257083599921316,0.07864459999836981,,,,,,,,,,,,,,,,,,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12206129997503,12.124931999947876,12.124931999947876,13.196585000026971,space,1.0545300000812858,None,,,,,,,,,,,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
50,0.57,5.png,,,,,0,0,0,3,13.213021900039166,,,,,,,,,13.210726300021634,13.213021900039166,18.241375499987043,18.19678729993757,,,,,,,,,5.png,,,,,,,,,,,,,,18.196841099997982,18.241375499987043,18.241375499987043,18.241375499987043,22.235857099993154,23.219498399994336,5.png,Accept,Reject,Accept,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
27,0.5,3.png,,,,,0,1,1,1,23.221832099952735,,,,,,,,,23.219739299966022,23.221832099952735,25.256681099999696,25.212346900021657,,,,,,,,,3.png,,,,,,,,,,,,,,25.2123755000066,25.256681099999696,25.256681099999696,25.256681099999696,29.244688999955542,30.237313900026493,3.png,Accept,Reject,Accept,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
32,0.5,6.png,,,,,0,2,2,4,30.23996909998823,,,,,,,,,30.237591300043277,30.23996909998823,35.270512599963695,35.2291935000103,,,,,,,,,6.png,,,,,,,,,,,,,,35.22922840004321,35.270512599963695,35.270512599963695,35.270512599963695,39.248569300048985,40.25224069994874,6.png,Accept,Reject,Accept,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
12,0.4,2.png,,,,,0,3,3,0,40.25467840000056,,,,,,,,,40.25244650000241,40.25467840000056,45.29079430003185,45.24672049994115,,,,,,,,,2.png,,,,,,,,,,,,,,45.24677359999623,45.29079430003185,45.29079430003185,45.29079430003185,49.26425130001735,50.25416629994288,2.png,Reject,Accept,Accept,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
20,0.61,4.png,,,,,0,4,4,2,50.256990500027314,,,,,,,,,50.254405300016515,50.256990500027314,56.294799700030126,56.24565880000591,,,,,,,,,4.png,,,,,,,,,,,,,,56.24571309995372,56.294799700030126,56.294799700030126,56.294799700030126,60.29460869997274,61.246244900044985,4.png,Reject,Accept,Reject,212210,001,0.3,0.7,2024-05-29_04h49.46.645,article2,2024.1.4,None,2024-05-29 04h49.59.652808 +0330,
