dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,observe_trials.thisRepN,observe_trials.thisTrialN,observe_trials.thisN,observe_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0022486000088974833,0.006788900005631149,0.006788900005631149,1.1458879000274464,space,1.1321191999595612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
12,0.4,2.png,0,0,0,0,,,,,1.170973000000231,,,,,,,,,1.165702100028284,1.170973000000231,5.348236899939366,5.156199299963191,5.156272999942303,5.348236899939366,5.348236899939366,5.348236899939366,5.348236899939366,9.23088419996202,9.428734999964945,10.190609899931587,2.png,Accept,Reject,Reject,right,1.7291128999786451,0.10167660005390644,,,,,,,,,,,,,,,,,,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.217628299957141,10.22439739992842,10.22439739992842,13.556552800000645,space,3.3208217000355944,None,,,,,,,,,,,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
50,0.57,5.png,,,,,0,0,0,3,13.584014100022614,,,,,,,,,13.579823600011878,13.584014100022614,15.671695100027137,15.573291099979542,,,,,,,,,5.png,,,,,,,,,,,,,,15.573349399957806,15.671695100027137,15.671695100027137,15.671695100027137,19.663490899954922,20.61314589995891,5.png,Reject,Accept,Accept,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
20,0.61,4.png,,,,,0,1,1,2,20.61759069992695,,,,,,,,,20.613775499979965,20.61759069992695,23.66795309993904,23.60507269995287,,,,,,,,,4.png,,,,,,,,,,,,,,23.605103899957612,23.66795309993904,23.66795309993904,23.66795309993904,27.662713299971074,28.632404700038023,4.png,Accept,Reject,Accept,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
27,0.5,3.png,,,,,0,2,2,1,28.636814899975434,,,,,,,,,28.632856099982746,28.636814899975434,31.717513700015843,31.62207209994085,,,,,,,,,3.png,,,,,,,,,,,,,,31.622133699944243,31.717513700015843,31.717513700015843,31.717513700015843,35.706815799931064,36.66739840002265,3.png,Reject,Accept,Accept,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
12,0.4,2.png,,,,,0,3,3,0,36.67190109996591,,,,,,,,,36.66787589993328,36.67190109996591,40.74002140003722,40.67195949994493,,,,,,,,,2.png,,,,,,,,,,,,,,40.67202890000772,40.74002140003722,40.74002140003722,40.74002140003722,44.7434673999669,45.726075000013225,2.png,Accept,Reject,Accept,029580,001,0.3,0.7,2024-05-29_04h24.56.494,article2,2024.1.4,None,2024-05-29 04h25.04.088386 +0330,
