thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06635059998370707,0.0799317000200972,0.0799317000200972,7.118059400003403,space,7.032695299945772,None,,,,,,379797,001,2024-05-28_22h16.58.890,article2,2024.1.4,None,2024-05-28 22h17.13.341550 +0330,
,,,,,,,,,7.118111200048588,7.140313100069761,,9.64623329997994,,379797,001,2024-05-28_22h16.58.890,article2,2024.1.4,None,2024-05-28 22h17.13.341550 +0330,
,,,,,,,,,,,,,9.646281599998474,,,,,,,,
