thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,participant,session,seeker observee,averse observee,date,expName,psychopyVersion,frameRate,expStart,
,,0.0039993999525904655,0.021712399902753532,0.021712399902753532,,,,,,,,,,
