dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,textbox_left.stopped,textbox_right.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.003601800068281591,0.009234400000423193,0.009234400000423193,0.7697708000196144,space,0.7460833999793977,None,,,,,,,,,,,,,,,744262 ,001,2024-05-29_00h21.35.204,article2,2024.1.4,None,2024-05-29 00h21.47.554127 +0330,
20,0.61,4.png,0,0,0,2,0.7921645999886096,,,,,,,,,0.788500800030306,0.7921645999886096,2.9999781000660732,2.778994800057262,2.7790409000590444,2.9999781000660732,2.9999781000660732,2.9999781000660732,4.084329699981026,4.084329699981026,6.8218024000525475,4.png,Accept,Reject,744262 ,001,2024-05-29_00h21.35.204,article2,2024.1.4,None,2024-05-29 00h21.47.554127 +0330,
12,0.4,2.png,0,1,1,0,6.826340100029483,,,,,,,,,6.8223802000284195,6.826340100029483,10.906337500084192,10.81285210000351,10.81292110006325,10.906337500084192,10.906337500084192,10.906337500084192,12.004550700075924,12.004550700075924,14.845281500020064,2.png,Reject,Accept,744262 ,001,2024-05-29_00h21.35.204,article2,2024.1.4,None,2024-05-29 00h21.47.554127 +0330,
50,0.57,5.png,0,2,2,3,14.84921320003923,,,,,,,,,14.84583330003079,14.84921320003923,17.978428000002168,17.846122800023295,17.84618130000308,17.978428000002168,17.978428000002168,17.978428000002168,19.07508790004067,19.07508790004067,21.8888477999717,5.png,Accept,Reject,744262 ,001,2024-05-29_00h21.35.204,article2,2024.1.4,None,2024-05-29 00h21.47.554127 +0330,
27,0.5,3.png,0,3,3,1,21.89367590006441,,,,,,,,,21.88938050006982,21.89367590006441,23.967269800021313,23.879178800038062,23.879239200032316,23.967269800021313,23.967269800021313,23.967269800021313,25.041358300019056,25.041358300019056,27.908509699977003,3.png,Accept,Reject,744262 ,001,2024-05-29_00h21.35.204,article2,2024.1.4,None,2024-05-29 00h21.47.554127 +0330,
