dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_1.started,textbox_2.started,textbox_1.stopped,textbox_2.stopped,self_trial.stopped,image_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.006710799993015826,0.012335999985225499,0.012335999985225499,1.6201911000534892,space,1.570764800067991,None,,,,,,,,,,,,,637658,001,2024-05-28_23h57.21.777,article2,2024.1.4,None,2024-05-28 23h57.42.261156 +0330,
50,0.57,5.png,0,0,0,3,1.6482178000733256,,,,,,,,,1.6418466999894008,1.6482178000733256,3.9120527000632137,3.6365712999831885,3.6366377000231296,3.9120527000632137,3.9120527000632137,3.9120527000632137,4.9789090000558645,4.9789090000558645,7.6868494000518695,5.png,637658,001,2024-05-28_23h57.21.777,article2,2024.1.4,None,2024-05-28 23h57.42.261156 +0330,
12,0.4,2.png,0,1,1,0,7.690924900001846,,,,,,,,,7.6873464999953285,7.690924900001846,10.773754400084727,10.68562500004191,10.685673200059682,10.773754400084727,10.773754400084727,10.773754400084727,11.82980479998514,11.82980479998514,14.705283100018278,2.png,637658,001,2024-05-28_23h57.21.777,article2,2024.1.4,None,2024-05-28 23h57.42.261156 +0330,
20,0.61,4.png,0,2,2,2,14.709682499989867,,,,,,,,,14.705806200043298,14.709682499989867,16.775852599996142,16.702080900082365,16.702130799996667,16.775852599996142,16.775852599996142,16.775852599996142,17.869506400078535,17.869506400078535,20.738934300024994,4.png,637658,001,2024-05-28_23h57.21.777,article2,2024.1.4,None,2024-05-28 23h57.42.261156 +0330,
27,0.5,3.png,0,3,3,1,20.743892800062895,,,,,,,,,20.739510099985637,20.743892800062895,23.82651599997189,23.73558189999312,23.73564319999423,23.82651599997189,23.82651599997189,23.82651599997189,24.91607070004102,24.91607070004102,27.740316200070083,3.png,637658,001,2024-05-28_23h57.21.777,article2,2024.1.4,None,2024-05-28 23h57.42.261156 +0330,
