dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,observe_trials.thisRepN,observe_trials.thisTrialN,observe_trials.thisN,observe_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0026156000094488263,0.007036700029857457,0.007036700029857457,0.9937819000333548,space,0.9743324000155553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
12,0.4,2.png,0,0,0,0,,,,,1.0292483000084758,,,,,,,,,1.0241691999835894,1.0292483000084758,5.222924700006843,5.021396299940534,5.0214554000413045,5.222924700006843,5.222924700006843,5.222924700006843,5.222924700006843,9.128747100010514,9.336283599957824,10.082355199963786,2.png,Reject,Accept,Accept,right,1.0589065999956802,0.1503618999850005,,,,,,,,,,,,,,,,,,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.083094500005245,10.087510299985297,10.087510299985297,11.223260800004937,space,1.1330284000141546,None,,,,,,,,,,,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
27,0.5,3.png,,,,,0,0,0,1,11.250955599942245,,,,,,,,,11.24613889993634,11.250955599942245,16.340129200019874,16.23863739997614,,,,,,,,,3.png,,,,,,,,,,,,,,16.238695799955167,16.340129200019874,16.340129200019874,16.340129200019874,20.33136219996959,21.24159430002328,3.png,Reject,Accept,Accept,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
50,0.57,5.png,,,,,0,1,1,3,21.245422399952076,,,,,,,,,21.242049199994653,21.245422399952076,26.30274489999283,26.237843099981546,,,,,,,,,5.png,,,,,,,,,,,,,,26.237933999975212,26.30274489999283,26.30274489999283,26.30274489999283,30.328076799982227,31.25591790000908,5.png,Reject,Accept,Accept,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
20,0.61,4.png,,,,,0,2,2,2,31.259657499962486,,,,,,,,,31.256384399952367,31.259657499962486,35.31343740003649,35.253613799926825,,,,,,,,,4.png,,,,,,,,,,,,,,35.253658000030555,35.31343740003649,35.31343740003649,35.31343740003649,39.30670519999694,40.28582769993227,4.png,Reject,Accept,Accept,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
12,0.4,2.png,,,,,0,3,3,0,40.2905194000341,,,,,,,,,40.28625210002065,40.2905194000341,46.36524910002481,46.28749479993712,,,,,,,,,2.png,,,,,,,,,,,,,,46.28754950000439,46.36524910002481,46.36524910002481,46.36524910002481,50.348685599979945,51.28974699997343,2.png,Reject,Accept,Accept,980540,001,0.3,0.7,2024-05-29_04h00.20.310,article2,2024.1.4,None,2024-05-29 04h00.28.167104 +0330,
