dollar,probability,image_name,selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,image1.started,textbox_left.started,textbox_right.started,key_resp.started,polygon.started,key_resp.stopped,self_trial.stopped,image_name,textbox_left,textbox_right,selection,key_resp.keys,key_resp.rt,key_resp.duration,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,observe_trial.started,image2.started,textbox_left_2.started,textbox_right_2.started,polygon_2.started,observe_trial.stopped,image_name_obs,textbox_left_obs,textbox_right_obs,selection_obs,participant,session,aversion probability,seek probability,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.0027399000246077776,0.009569299989379942,0.009569299989379942,0.9846499999985099,space,0.9261472000507638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502383,001,0.3,0.7,2024-05-29_03h48.04.549,article2,2024.1.4,None,2024-05-29 03h48.13.270710 +0330,
12,0.4,2.png,0,0,0,0,,,,,1.0148320000153035,,,,,,,,,1.0092696000356227,1.0148320000153035,3.277006800053641,2.9996311999857426,2.9996906999731436,3.277006800053641,3.277006800053641,3.277006800053641,3.277006800053641,7.052634499967098,7.330847500008531,8.007075699977577,2.png,Accept,Reject,Reject,right,1.9252308000577614,0.17056290002074093,,,,,,,,,,,,,,,,,,502383,001,0.3,0.7,2024-05-29_03h48.04.549,article2,2024.1.4,None,2024-05-29 03h48.13.270710 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03384599997662,8.038406300009228,8.038406300009228,10.848230900010094,space,2.804857200011611,None,,,,,,,,,,,502383,001,0.3,0.7,2024-05-29_03h48.04.549,article2,2024.1.4,None,2024-05-29 03h48.13.270710 +0330,
,,,,,,,0,0,0,0,10.863517999998294,,,,,,,,,10.84909300005529,10.863517999998294,14.920747100026347,14.84862519998569,,,,,,,,,,,,,,,,,,,,,,,14.848695500055328,14.920747100026347,14.920747100026347,14.920747100026347,18.91836420004256,19.885311000049114,2.png,Accept,Reject,Accept,502383,001,0.3,0.7,2024-05-29_03h48.04.549,article2,2024.1.4,None,2024-05-29 03h48.13.270710 +0330,
,,,,,,,1,0,1,0,19.8899209999945,,,,,,,,,19.885914999991655,19.8899209999945,23.94838489999529,23.88160640001297,,,,,,,,,,,,,,,,,,,,,,,23.881669100024737,23.94838489999529,23.94838489999529,23.94838489999529,27.98225620004814,28.904253900051117,2.png,Accept,Reject,Accept,502383,001,0.3,0.7,2024-05-29_03h48.04.549,article2,2024.1.4,None,2024-05-29 03h48.13.270710 +0330,
,,,,,,,,,,,28.908049499965273,,,,,,,,,28.904877500026487,28.908049499965273,33.9694284000434,33.89800889999606,,,,,,,,,,,,,,,,,,,,,,,33.89807060000021,33.9694284000434,33.9694284000434,33.9694284000434,37.985926300054416,,,,,,,,,,,,,,,
