selt_trials.thisRepN,selt_trials.thisTrialN,selt_trials.thisN,selt_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,intertrial.started,fixation1.started,fixation1.stopped,intertrial.stopped,self_trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.04463230003602803,0.06561640009749681,0.06561640009749681,3.134314800030552,space,3.0518574999878183,None,,,,,,612704,001,2024-05-28_22h22.52.696,article2,2024.1.4,None,2024-05-28 22h23.00.162745 +0330,
,,,,3.1585219000699,,,,,,,,,3.135606700088829,3.1585219000699,,7.847820000024512,7.847851300030015,,,,,,,,
